Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC
BN2T,BRITTEN-NORMAN,BN-2T Turbine Defender,LandPlane,Turboprop/Turboshaft,2,L
BN2T,BRITTEN-NORMAN,Turbine Defender,LandPlane,Turboprop/Turboshaft,2,L
NG4,BRM AERO,NG-4,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell NG-5,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell LSA,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell E-LSA,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell S-LSA,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell TDO,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell UL,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell HD,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell RG,LandPlane,Piston,1,L
NG5,BRM AERO,Bristell XL8,LandPlane,Piston,1,L
BR23,BRM AERO,Bristell B23,LandPlane,Piston,1,L
B23E,BRM AERO,Bristell B23 Energic,LandPlane,Electric,1,L
BR8,BRM AERO,Bristell B8,LandPlane,Piston,1,L
BULT,BROKAW,BJ-520 Bullet,LandPlane,Piston,1,L
BULT,BROKAW,Bullet,LandPlane,Piston,1,L
OPCA,BROOKLANDS,OA-7 Optica Scout,LandPlane,Piston,1,L
OPCA,BROOKLANDS,Optica Scout,LandPlane,Piston,1,L
BR60,BRUMBY,Brumby,LandPlane,Piston,1,L
BR60,BRUMBY,600,LandPlane,Piston,1,L
BR61,BRUMBY,610 Evolution,LandPlane,Piston,1,L
BR61,BRUMBY,Evolution,LandPlane,Piston,1,L
OZZI,BUCHANAN,BAC-204 Ozzie Mozzie,LandPlane,Piston,1,L
OZZI,BUCHANAN,Ozzie Mozzie,LandPlane,Piston,1,L
BU81,BUCKER,Bestmann,LandPlane,Piston,1,L
BU31,BUCKER,Bü-131 Jungmann,LandPlane,Piston,1,L
BU33,BUCKER,Bü-133 Jungmeister,LandPlane,Piston,1,L
BU81,BUCKER,Bü-181 Bestmann,LandPlane,Piston,1,L
BU31,BUCKER,Jungmann,LandPlane,Piston,1,L
BU33,BUCKER,Jungmeister,LandPlane,Piston,1,L
BU31,BUCKER PRADO,Bü-131 Jungmann,LandPlane,Piston,1,L
BU33,BUCKER PRADO,Bü-133 Jungmeister,LandPlane,Piston,1,L
BU31,BUCKER PRADO,Jungmann,LandPlane,Piston,1,L
BU33,BUCKER PRADO,Jungmeister,LandPlane,Piston,1,L
BN2P,BUCURESTI,BN-2B Islander,LandPlane,Piston,2,L
BN2T,BUCURESTI,BN-2T Turbine Islander,LandPlane,Turboprop/Turboshaft,2,L
IR27,BUCURESTI,Dacic,LandPlane,Piston,1,L
IR27,BUCURESTI,IAR-827 Dacic,LandPlane,Piston,1,L
BN2P,BUCURESTI,Islander,LandPlane,Piston,2,L
BA11,BUCURESTI,One-Eleven,LandPlane,Jet,2,M
BA11,BUCURESTI,Rombac 1-11 One-Eleven,LandPlane,Jet,2,M
BN2T,BUCURESTI,Turbine Islander,LandPlane,Turboprop/Turboshaft,2,L
BARC,BUETHE,Barracuda,LandPlane,Piston,1,L
BCA3,BUHL,CA-3 Sport Airsedan,LandPlane,Piston,1,L
BCA3,BUHL,Sport Airsedan,LandPlane,Piston,1,L
ZULU,BUL,Zùlù,LandPlane,Piston,1,L
MUS2,BUSHBY,M-2 Mustang 2,LandPlane,Piston,1,L
MIMU,BUSHBY,Midget Mustang,LandPlane,Piston,1,L
MIMU,BUSHBY,MM-1 Midget Mustang,LandPlane,Piston,1,L
MUS2,BUSHBY,Mustang 2,LandPlane,Piston,1,L
GOBU,BUTTERFLY,Golden Butterfly,Gyrocopter,Piston,1,L
SSC,BUTTERFLY,Super Sky Cycle,Gyrocopter,Piston,1,L
EF2,BYE AEROSPACE,eFlyer 2,LandPlane,Electric,1,L
ONE,C2P,One,LandPlane,Piston,1,L
CP10,CAARP,CAP-10,LandPlane,Piston,1,L
CP20,CAARP,CAP-20,LandPlane,Piston,1,L
CP13,CAARP,CP-1310 Super Emeraude,LandPlane,Piston,1,L
CP13,CAARP,Super Emeraude,LandPlane,Piston,1,L
GY20,CAB,GY-20 Minicab,LandPlane,Piston,1,L
GY30,CAB,GY-30 Supercab,LandPlane,Piston,1,L
GY20,CAB,Minicab,LandPlane,Piston,1,L
GY30,CAB,Supercab,LandPlane,Piston,1,L
FU24,CABLE-PRICE,Fletcher FU-24,LandPlane,Piston,1,L
FREE,CABRINHA,Free Spirit,LandPlane,Piston,1,L
FREE,CABRINHA,RC-412 Free Spirit,LandPlane,Piston,1,L
CHAN,CADCOR,Chanute,LandPlane,Piston,1,L
TOXO,CAG (1),Toxo,LandPlane,Piston,1,L
CRUZ,CAG (2),PS-28 Cruiser,LandPlane,Piston,1,L
CRUZ,CAG (2),Cruiser,LandPlane,Piston,1,L
CRUZ,CAG (2),SportCruiser,LandPlane,Piston,1,L
AG60,CAIGA,AG-600 Kunlong,Amphibian,Turboprop/Turboshaft,4,M
AG60,CAIGA,Kunlong,Amphibian,Turboprop/Turboshaft,4,M
AG10,CAIGA,AG-100,LandPlane,Piston,1,L
CLA,CALLAIR,A-2,LandPlane,Piston,1,L
CLA,CALLAIR,A-3,LandPlane,Piston,1,L
CLA,CALLAIR,A-4,LandPlane,Piston,1,L
S1,CALLAIR,S-1,LandPlane,Piston,1,L
SNAD,CALUMET,636 Snobird Adventurer,Gyrocopter,Piston,1,L
SNAD,CALUMET,Snobird Adventurer,Gyrocopter,Piston,1,L
TNAV,CAMAIR,480 Twin Navion,LandPlane,Piston,2,L
TNAV,CAMAIR,Twin Navion,LandPlane,Piston,2,L
GR51,CAMERON,Grand 51,LandPlane,Turboprop/Turboshaft,1,L
GR51,CAMERON,P-51G Grand 51,LandPlane,Turboprop/Turboshaft,1,L
CAN4,CAMPANA,AN-4,LandPlane,Piston,1,L
GRIF,CANADA AIR RV,Griffin,LandPlane,Piston,1,L
CAT,CANADAIR,A-10 Catalina,Amphibian,Piston,2,M
CL60,CANADAIR,C-143 Challenger 604,LandPlane,Jet,2,M
CAT,CANADAIR,Catalina,Amphibian,Piston,2,M
CVLT,CANADAIR,CC-109 Cosmopolitan,LandPlane,Turboprop/Turboshaft,2,M
CL60,CANADAIR,CC-144 Challenger 600,LandPlane,Jet,2,M
CL60,CANADAIR,CC-144B Challenger 601,LandPlane,Jet,2,M
CL60,CANADAIR,CE-144A Challenger 600,LandPlane,Jet,2,M
F5,CANADAIR,CF-5,LandPlane,Jet,2,M
F104,CANADAIR,CF-104 Starfighter,LandPlane,Jet,1,M
F5,CANADAIR,CF-116,LandPlane,Jet,2,M
CL60,CANADAIR,Challenger 600,LandPlane,Jet,2,M
CL60,CANADAIR,Challenger 601,LandPlane,Jet,2,M
CL60,CANADAIR,Challenger 604,LandPlane,Jet,2,M
CL60,CANADAIR,Challenger 605,LandPlane,Jet,2,M
CRJ2,CANADAIR,Challenger 800,LandPlane,Jet,2,M
CRJ2,CANADAIR,Challenger 850,LandPlane,Jet,2,M
CRJ7,CANADAIR,Challenger 870,LandPlane,Jet,2,M
CRJ9,CANADAIR,Challenger 890,LandPlane,Jet,2,M
CAT,CANADAIR,CL-1 Catalina,Amphibian,Piston,2,M
F86,CANADAIR,CL-13 Sabre,LandPlane,Jet,1,M
T33,CANADAIR,CL-30 Silver Star,LandPlane,Jet,1,M
CL41,CANADAIR,CL-41 Tutor,LandPlane,Jet,1,L
CL4G,CANADAIR,CL-44-O Guppy,LandPlane,Turboprop/Turboshaft,4,M
CVLT,CANADAIR,CL-66,LandPlane,Turboprop/Turboshaft,2,M
F104,CANADAIR,CL-90 Starfighter,LandPlane,Jet,1,M
F104,CANADAIR,CL-201 Starfighter,LandPlane,Jet,1,M
CL2P,CANADAIR,CL-215,Amphibian,Piston,2,M
CL2T,CANADAIR,CL-215T,Amphibian,Turboprop/Turboshaft,2,M
F5,CANADAIR,CL-219,LandPlane,Jet,2,M
F5,CANADAIR,CL-226,LandPlane,Jet,2,M
CL2T,CANADAIR,CL-415,Amphibian,Turboprop/Turboshaft,2,M
CL2T,CANADAIR,CL-415 SuperScooper,Amphibian,Turboprop/Turboshaft,2,M
CL60,CANADAIR,CL-600 Challenger 600,LandPlane,Jet,2,M
CL60,CANADAIR,CL-600 Challenger 601,LandPlane,Jet,2,M
CL60,CANADAIR,CL-600 Challenger 604,LandPlane,Jet,2,M
CL60,CANADAIR,CL-600 Challenger 605,LandPlane,Jet,2,M
CRJ2,CANADAIR,CL-600 Challenger 800,LandPlane,Jet,2,M
CRJ2,CANADAIR,CL-600 Challenger 850,LandPlane,Jet,2,M
CRJ7,CANADAIR,CL-600 Challenger 870,LandPlane,Jet,2,M
CRJ9,CANADAIR,CL-600 Challenger 890,LandPlane,Jet,2,M
CRJ2,CANADAIR,CL-600 Corporate Jetliner,LandPlane,Jet,2,M
CRJ1,CANADAIR,CL-600 Regional Jet CRJ-100,LandPlane,Jet,2,M
CRJ2,CANADAIR,CL-600 Regional Jet CRJ-200,LandPlane,Jet,2,M
CRJ2,CANADAIR,CL-600 Regional Jet CRJ-440,LandPlane,Jet,2,M
CRJ7,CANADAIR,CL-600 Regional Jet CRJ-700,LandPlane,Jet,2,M
CRJ7,CANADAIR,CL-600 Regional Jet CRJ-701,LandPlane,Jet,2,M
CRJ9,CANADAIR,CL-600 Regional Jet CRJ-705,LandPlane,Jet,2,M
CRJ9,CANADAIR,CL-600 Regional Jet CRJ-900,LandPlane,Jet,2,M
CRJ1,CANADAIR,CL-600 Regional Jet RJ-100,LandPlane,Jet,2,M
CRJ2,CANADAIR,CL-600 Regional Jet RJ-200,LandPlane,Jet,2,M
CRJ2,CANADAIR,CL-600 Special Edition,LandPlane,Jet,2,M
CRJ2,CANADAIR,Corporate Jetliner,LandPlane,Jet,2,M
CVLT,CANADAIR,Cosmopolitan,LandPlane,Turboprop/Turboshaft,2,M
CL41,CANADAIR,CT-114 Tutor,LandPlane,Jet,1,L
T33,CANADAIR,CT-133 Silver Star,LandPlane,Jet,1,M
CVLT,CANADAIR,CV-580,LandPlane,Turboprop/Turboshaft,2,M
F104,CANADAIR,F-104 Starfighter,LandPlane,Jet,1,M
CL4G,CANADAIR,Guppy,LandPlane,Turboprop/Turboshaft,4,M
F5,CANADAIR,NF-5,LandPlane,Jet,2,M
CAT,CANADAIR,OA-10 Catalina,Amphibian,Piston,2,M
CRJ1,CANADAIR,Regional Jet CRJ-100,LandPlane,Jet,2,M
CRJ2,CANADAIR,Regional Jet CRJ-200,LandPlane,Jet,2,M
CRJ2,CANADAIR,Regional Jet CRJ-440,LandPlane,Jet,2,M
CRJ7,CANADAIR,Regional Jet CRJ-700,LandPlane,Jet,2,M
CRJ7,CANADAIR,Regional Jet CRJ-701,LandPlane,Jet,2,M
CRJ9,CANADAIR,Regional Jet CRJ-705,LandPlane,Jet,2,M
CRJ9,CANADAIR,Regional Jet CRJ-900,LandPlane,Jet,2,M
CRJ1,CANADAIR,Regional Jet RJ-100,LandPlane,Jet,2,M
CRJ2,CANADAIR,Regional Jet RJ-200,LandPlane,Jet,2,M
F86,CANADAIR,Sabre,LandPlane,Jet,1,M
T33,CANADAIR,Silver Star,LandPlane,Jet,1,M
CRJ2,CANADAIR,Special Edition,LandPlane,Jet,2,M
F104,CANADAIR,Starfighter,LandPlane,Jet,1,M
CL2T,CANADAIR,SuperScooper,Amphibian,Turboprop/Turboshaft,2,M
T33,CANADAIR,T-33 Silver Star,LandPlane,Jet,1,M
CL41,CANADAIR,Tutor,LandPlane,Jet,1,L
BABY,CANADIAN HOME ROTORS,Baby Belle,Helicopter,Piston,1,L
BABY,CANADIAN HOME ROTORS,Safari,Helicopter,Piston,1,L
CAT,CANADIAN VICKERS,A-10 Catalina,Amphibian,Piston,2,M
CAT,CANADIAN VICKERS,Canso,Amphibian,Piston,2,M
CAT,CANADIAN VICKERS,Catalina,Amphibian,Piston,2,M
CAT,CANADIAN VICKERS,OA-10 Catalina,Amphibian,Piston,2,M
CAT,CANADIAN VICKERS,PBV Catalina,Amphibian,Piston,2,M
CAT,CANADIAN VICKERS,PBY Catalina,Amphibian,Piston,2,M
CP10,CAP AVIATION,CAP-10,LandPlane,Piston,1,L
CP22,CAP AVIATION,CAP-222,LandPlane,Piston,1,L
CP23,CAP AVIATION,CAP-232,LandPlane,Piston,1,L
CAPL,CAPELLA,Capella,LandPlane,Piston,1,L
TRAP,CAPELLA,T-Raptor,LandPlane,Piston,1,L
C22J,CAPRONI VIZZOLA,C-22J Ventura,LandPlane,Jet,2,L
C22J,CAPRONI VIZZOLA,Ventura,LandPlane,Jet,2,L
CYCL,CARLSON,Skycycle,LandPlane,Piston,1,L
SPR2,CARLSON,Sparrow 2,LandPlane,Piston,1,L
SPR2,CARLSON,Sparrow-ette,LandPlane,Piston,1,L
PAV4,CARTER,PAV-4,Gyrocopter,Piston,1,L
CN35,CASA,HC-144 Ocean Sentry,LandPlane,Turboprop/Turboshaft,2,M
CN35,CASA,Ocean Sentry,LandPlane,Turboprop/Turboshaft,2,M
AS32,CASA,AS-532 Cougar,Helicopter,Turboprop/Turboshaft,2,M
BU31,CASA,1-131,LandPlane,Piston,1,L
BU33,CASA,1-133,LandPlane,Piston,1,L
H111,CASA,2-111,LandPlane,Piston,2,M
S223,CASA,223 Flamingo,LandPlane,Piston,1,L
JU52,CASA,352L,LandPlane,Piston,3,M
F5,CASA,A-9,LandPlane,Jet,2,M
C101,CASA,A-36 Halcón,LandPlane,Jet,1,L
C295,CASA,Amazonas,LandPlane,Turboprop/Turboshaft,2,M
F5,CASA,AR-9,LandPlane,Jet,2,M
AS32,CASA,AS-332 Super Puma,Helicopter,Turboprop/Turboshaft,2,M
C212,CASA,Aviocar,LandPlane,Turboprop/Turboshaft,2,M
C101,CASA,Aviojet,LandPlane,Jet,1,L
BK17,CASA,BK-117,Helicopter,Turboprop/Turboshaft,2,L
B105,CASA,BO-105,Helicopter,Turboprop/Turboshaft,2,L
C212,CASA,C-41 Aviocar,LandPlane,Turboprop/Turboshaft,2,M
C101,CASA,C-101 Aviojet,LandPlane,Jet,1,L
C295,CASA,C-105 Amazonas,LandPlane,Turboprop/Turboshaft,2,M
DO27,CASA,C-127,LandPlane,Piston,1,L
C212,CASA,C-212 Aviocar,LandPlane,Turboprop/Turboshaft,2,M
C295,CASA,C-295,LandPlane,Turboprop/Turboshaft,2,M
C295,CASA,C-295 Persuader,LandPlane,Turboprop/Turboshaft,2,M
CN35,CASA,CN-235,LandPlane,Turboprop/Turboshaft,2,M
CN35,CASA,CN-235 Persuader,LandPlane,Turboprop/Turboshaft,2,M
AS32,CASA,Cougar,Helicopter,Turboprop/Turboshaft,2,M
HAR,CASA,EAV-8 Matador,LandPlane,Jet,1,M
EUFI,CASA,Eurofighter 2000,LandPlane,Jet,2,M
S223,CASA,Flamingo,LandPlane,Piston,1,L
SATA,CASA,HA-220 Super Saeta,LandPlane,Jet,2,L
C101,CASA,Halcón,LandPlane,Jet,1,L
B105,CASA,HR-15,Helicopter,Turboprop/Turboshaft,2,L
HAR,CASA,Matador,LandPlane,Jet,1,M
C101,CASA,Mirlo,LandPlane,Jet,1,L
C295,CASA,Persuader (C-295),LandPlane,Turboprop/Turboshaft,2,M
CN35,CASA,Persuader (CN-235),LandPlane,Turboprop/Turboshaft,2,M
PILL,CASA,Pillán,LandPlane,Piston,1,L
F5,CASA,SF-5,LandPlane,Jet,2,M
F5,CASA,SRF-5,LandPlane,Jet,2,M
AS32,CASA,Super Puma,Helicopter,Turboprop/Turboshaft,2,M
SATA,CASA,Super Saeta,LandPlane,Jet,2,L
PILL,CASA,T-35 Pillán,LandPlane,Piston,1,L
C101,CASA,T-36 Aviojet,LandPlane,Jet,1,L
PILL,CASA,Tamiz,LandPlane,Piston,1,L
C212,CASA,Tp89 Aviocar,LandPlane,Turboprop/Turboshaft,2,M
EUFI,CASA,Typhoon,LandPlane,Jet,2,M
C295,CASA,SC-105 Amazonas,LandPlane,Turboprop/Turboshaft,2,M
C101,CASA,C-101 Mirlo,LandPlane,Jet,1,L
PILL,CASA,T-35 Tamiz,LandPlane,Piston,1,L
CASS,CASSUTT,Special,LandPlane,Piston,1,L
LMK1,CATA,LMK-1 Oryx,LandPlane,Piston,1,L
LMK1,CATA,Oryx,LandPlane,Piston,1,L
C270,CAUDRON,C-270 Luciole,LandPlane,Piston,1,L
C270,CAUDRON,C-272 Luciole,LandPlane,Piston,1,L
C270,CAUDRON,C-275 Luciole,LandPlane,Piston,1,L
JN76,CAUDRON,CR-760 Cyclone Replica,LandPlane,Piston,1,L
JN76,CAUDRON,Cyclone Replica,LandPlane,Piston,1,L
CG3,CAUDRON,G-3,LandPlane,Piston,1,L
CG3,CAUDRON,G-3 Replica,LandPlane,Piston,1,L
JN76,CAUDRON,JN-760 Cyclone Replica,LandPlane,Piston,1,L
C270,CAUDRON,Luciole,LandPlane,Piston,1,L
T6,CCF,Harvard,LandPlane,Piston,1,L
T34P,CCF,Mentor,LandPlane,Piston,1,L
NORS,CCF,Norseman,LandPlane,Piston,1,L
T6,CCF,T-6 Harvard,LandPlane,Piston,1,L
T34P,CCF,T-34 Mentor,LandPlane,Piston,1,L
C309,CEA-UFMG,CEA-309 Mehari,LandPlane,Piston,1,L
C309,CEA-UFMG,Mehari,LandPlane,Piston,1,L
C311,CEA-UFMG,CEA-311 Anequim,LandPlane,Piston,1,L
C311,CEA-UFMG,Anequim,LandPlane,Piston,1,L
C306,CEA-UFMG,CEA-306 CB-10 Triathlon,LandPlane,Piston,1,L
C306,CEA-UFMG,CB-10 Triathlon,LandPlane,Piston,1,L
C306,CEA-UFMG,Triathlon,LandPlane,Piston,1,L
FREE,CEI,Free Spirit,LandPlane,Piston,1,L
FREE,CEI,RC-412 Free Spirit,LandPlane,Piston,1,L
CEGL,CELAIR,Eagle 300,LandPlane,Piston,1,L
XNON,CELIER,Xenon,Gyrocopter,Piston,1,L
DR22,CENTRE EST,2+2,LandPlane,Piston,1,L
DR10,CENTRE EST,Ambassadeur,LandPlane,Piston,1,L
D250,CENTRE EST,Capitaine,LandPlane,Piston,1,L
DR30,CENTRE EST,Chevalier,LandPlane,Piston,1,L
DR22,CENTRE EST,Dauphin,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-100 Ambassadeur,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-105 Ambassadeur,LandPlane,Piston,1,L
D250,CENTRE EST,DR-200,LandPlane,Piston,1,L
DR22,CENTRE EST,DR-220 2+2,LandPlane,Piston,1,L
DR22,CENTRE EST,DR-221 Dauphin,LandPlane,Piston,1,L
D250,CENTRE EST,DR-250 Capitaine,LandPlane,Piston,1,L
D253,CENTRE EST,DR-253 Regent,LandPlane,Piston,1,L
DR30,CENTRE EST,DR-315 Petit Prince,LandPlane,Piston,1,L
DR30,CENTRE EST,DR-340 Major,LandPlane,Piston,1,L
DR30,CENTRE EST,DR-360 Chevalier,LandPlane,Piston,1,L
DR30,CENTRE EST,DR-380 Prince,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-1050 Ambassadeur,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-1050 Sicile,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-1050 Sicile Record,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-1051 Ambassadeur,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-1051 Sicile,LandPlane,Piston,1,L
DR10,CENTRE EST,DR-1051 Sicile Record,LandPlane,Piston,1,L
DR30,CENTRE EST,Major,LandPlane,Piston,1,L
DR30,CENTRE EST,Petit Prince,LandPlane,Piston,1,L
DR30,CENTRE EST,Prince,LandPlane,Piston,1,L
D253,CENTRE EST,Regent,LandPlane,Piston,1,L
DR10,CENTRE EST,Sicile,LandPlane,Piston,1,L
DR10,CENTRE EST,Sicile Record,LandPlane,Piston,1,L
JS3,CENTURY,Jetstream 3,LandPlane,Turboprop/Turboshaft,2,L
CE43,CERVA,CE-43 Guepard,LandPlane,Piston,1,L
CE43,CERVA,Guepard,LandPlane,Piston,1,L
C120,CESSNA,120,LandPlane,Piston,1,L
C140,CESSNA,140,LandPlane,Piston,1,L
C150,CESSNA,150,LandPlane,Piston,1,L
C150,CESSNA,150 Commuter,LandPlane,Piston,1,L
C152,CESSNA,152,LandPlane,Piston,1,L
C170,CESSNA,170,LandPlane,Piston,1,L
C172,CESSNA,172,LandPlane,Piston,1,L
C172,CESSNA,172 Cutlass,LandPlane,Piston,1,L
C172,CESSNA,172 Skyhawk,LandPlane,Piston,1,L
C72R,CESSNA,172RG Cutlass RG,LandPlane,Piston,1,L
C175,CESSNA,175,LandPlane,Piston,1,L
C175,CESSNA,175 Skylark,LandPlane,Piston,1,L
C177,CESSNA,177,LandPlane,Piston,1,L
C177,CESSNA,177 Cardinal,LandPlane,Piston,1,L
C77R,CESSNA,177RG Cardinal RG,LandPlane,Piston,1,L
C180,CESSNA,180,LandPlane,Piston,1,L
C162,CESSNA,162 Skycatcher,LandPlane,Piston,1,L
C180,CESSNA,180 Skywagon 180,LandPlane,Piston,1,L
C182,CESSNA,182,LandPlane,Piston,1,L
C182,CESSNA,182 Skylane,LandPlane,Piston,1,L
C185,CESSNA,185 Skywagon,LandPlane,Piston,1,L
C188,CESSNA,188 AgPickup,LandPlane,Piston,1,L
C188,CESSNA,188 AgWagon,LandPlane,Piston,1,L
C190,CESSNA,190,LandPlane,Piston,1,L
C195,CESSNA,195,LandPlane,Piston,1,L
C205,CESSNA,205,LandPlane,Piston,1,L
C06T,CESSNA,206 (turbine),LandPlane,Turboprop/Turboshaft,1,L
C206,CESSNA,206 Stationair,LandPlane,Piston,1,L
C206,CESSNA,206 Super Skywagon,LandPlane,Piston,1,L
C07T,CESSNA,207 (turbine),LandPlane,Turboprop/Turboshaft,1,L
C207,CESSNA,207 Skywagon 207,LandPlane,Piston,1,L
C207,CESSNA,207 Stationair 7,LandPlane,Piston,1,L
C207,CESSNA,207 Stationair 8,LandPlane,Piston,1,L
C208,CESSNA,208 Caravan 1,LandPlane,Turboprop/Turboshaft,1,L
C208,CESSNA,208 Cargomaster,LandPlane,Turboprop/Turboshaft,1,L
C208,CESSNA,208 Grand Caravan,LandPlane,Turboprop/Turboshaft,1,L
C208,CESSNA,208 Super Cargomaster,LandPlane,Turboprop/Turboshaft,1,L
C210,CESSNA,210,LandPlane,Piston,1,L
C210,CESSNA,210 Centurion,LandPlane,Piston,1,L
O1,CESSNA,305 Bird Dog,LandPlane,Piston,1,L
C310,CESSNA,310,LandPlane,Piston,2,L
T37,CESSNA,318A,LandPlane,Jet,2,L
T37,CESSNA,318B,LandPlane,Jet,2,L
T37,CESSNA,318C,LandPlane,Jet,2,L
A37,CESSNA,318D Dragonfly,LandPlane,Jet,2,L
A37,CESSNA,318E Dragonfly,LandPlane,Jet,2,L
C320,CESSNA,320 Executive Skyknight,LandPlane,Piston,2,L
C320,CESSNA,320 Skyknight,LandPlane,Piston,2,L
O1,CESSNA,321 Bird Dog,LandPlane,Piston,1,L
C335,CESSNA,335,LandPlane,Piston,2,L
C336,CESSNA,336 Skymaster,LandPlane,Piston,2,L
C337,CESSNA,337 Super Skymaster,LandPlane,Piston,2,L
C340,CESSNA,340,LandPlane,Piston,2,L
C402,CESSNA,401,LandPlane,Piston,2,L
C402,CESSNA,402,LandPlane,Piston,2,L
C02T,CESSNA,402 (turbine),LandPlane,Turboprop/Turboshaft,2,L
C402,CESSNA,402 Businessliner,LandPlane,Piston,2,L
C402,CESSNA,402 Utililiner,LandPlane,Piston,2,L
C04T,CESSNA,404 (turbine),LandPlane,Turboprop/Turboshaft,2,L
C404,CESSNA,404 Titan,LandPlane,Piston,2,L
C411,CESSNA,411,LandPlane,Piston,2,L
C414,CESSNA,414,LandPlane,Piston,2,L
C14T,CESSNA,414 (turbine),LandPlane,Turboprop/Turboshaft,2,L
C414,CESSNA,414 Chancellor,LandPlane,Piston,2,L
C421,CESSNA,421,LandPlane,Piston,2,L
C21T,CESSNA,421 (turbine),LandPlane,Turboprop/Turboshaft,2,L
C421,CESSNA,421 Executive Commuter,LandPlane,Piston,2,L
C421,CESSNA,421 Golden Eagle,LandPlane,Piston,2,L
C425,CESSNA,425 Conquest 1,LandPlane,Turboprop/Turboshaft,2,L
C425,CESSNA,425 Corsair,LandPlane,Turboprop/Turboshaft,2,L
C441,CESSNA,441 Conquest,LandPlane,Turboprop/Turboshaft,2,L
C441,CESSNA,441 Conquest 2,LandPlane,Turboprop/Turboshaft,2,L
C500,CESSNA,500 Citation,LandPlane,Jet,2,L
C500,CESSNA,500 Citation 1,LandPlane,Jet,2,L
C501,CESSNA,501 Citation 1SP,LandPlane,Jet,2,L
C510,CESSNA,510 Citation Mustang,LandPlane,Jet,2,L
C525,CESSNA,525 Citation CJ1,LandPlane,Jet,2,L
C525,CESSNA,525 CitationJet,LandPlane,Jet,2,L
C25A,CESSNA,525A Citation CJ2,LandPlane,Jet,2,L
C25B,CESSNA,525B Citation CJ3,LandPlane,Jet,2,L
C25C,CESSNA,525C Citation CJ4,LandPlane,Jet,2,M
C550,CESSNA,550 Citation 2,LandPlane,Jet,2,L
C551,CESSNA,551 Citation 2SP,LandPlane,Jet,2,L
C560,CESSNA,560 Citation 5,LandPlane,Jet,2,M
C560,CESSNA,560 Citation Encore,LandPlane,Jet,2,M
C55B,CESSNA,550B Citation Bravo,LandPlane,Jet,2,L
C55B,CESSNA,Citation Bravo,LandPlane,Jet,2,L
C560,CESSNA,560 Citation Ultra,LandPlane,Jet,2,M
C56X,CESSNA,560XL Citation Excel,LandPlane,Jet,2,M
C56X,CESSNA,560XL Citation XLS,LandPlane,Jet,2,M
C650,CESSNA,650 Citation 3,LandPlane,Jet,2,M
C650,CESSNA,650 Citation 6,LandPlane,Jet,2,M
C650,CESSNA,650 Citation 7,LandPlane,Jet,2,M
C680,CESSNA,680 Citation Sovereign,LandPlane,Jet,2,M
C750,CESSNA,750 Citation 10,LandPlane,Jet,2,M
A37,CESSNA,A-37 Dragonfly,LandPlane,Jet,2,L
C150,CESSNA,A150 Aerobat,LandPlane,Piston,1,L
C152,CESSNA,A152 Aerobat,LandPlane,Piston,1,L
C185,CESSNA,A185 AgCarryall,LandPlane,Piston,1,L
C185,CESSNA,A185 Skywagon 185,LandPlane,Piston,1,L
C188,CESSNA,A188 AgTruck,LandPlane,Piston,1,L
C188,CESSNA,A188 AgWagon,LandPlane,Piston,1,L
C150,CESSNA,Aerobat (A150),LandPlane,Piston,1,L
C152,CESSNA,Aerobat (A152),LandPlane,Piston,1,L
C185,CESSNA,AgCarryall,LandPlane,Piston,1,L
C188,CESSNA,AgHusky,LandPlane,Piston,1,L
C188,CESSNA,AgPickup,LandPlane,Piston,1,L
C188,CESSNA,AgTruck,LandPlane,Piston,1,L
C188,CESSNA,AgWagon,LandPlane,Piston,1,L
CMAS,CESSNA,Airmaster,LandPlane,Piston,1,L
T50,CESSNA,AT-8 Bobcat,LandPlane,Piston,2,L
T50,CESSNA,AT-17 Bobcat,LandPlane,Piston,2,L
CAW,CESSNA,AW,LandPlane,Piston,1,L
O1,CESSNA,Bird Dog,LandPlane,Piston,1,L
T50,CESSNA,Bobcat,LandPlane,Piston,2,L
C402,CESSNA,Businessliner,LandPlane,Piston,2,L
CMAS,CESSNA,C-34,LandPlane,Piston,1,L
CMAS,CESSNA,C-37,LandPlane,Piston,1,L
CMAS,CESSNA,C-38 Airmaster,LandPlane,Piston,1,L
C208,CESSNA,C-98,LandPlane,Turboprop/Turboshaft,1,L
CMAS,CESSNA,C-145 Airmaster,LandPlane,Piston,1,L
CMAS,CESSNA,C-165 Airmaster,LandPlane,Piston,1,L
