Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC
PRIM,BLACKSHAPE,Bk-100 Prime,LandPlane,Piston,1,L
PRIM,BLACKSHAPE,Prime,LandPlane,Piston,1,L
GABR,BLACKSHAPE,Bk-160 Gabriel,LandPlane,Piston,1,L
GABR,BLACKSHAPE,BS-115 Gabriel,LandPlane,Piston,1,L
GABR,BLACKSHAPE,Gabriel,LandPlane,Piston,1,L
BW60,BLACKWING,BW-600,LandPlane,Piston,1,L
BW6T,BLACKWING,BW-635,LandPlane,Piston,1,L
BL11,BLERIOT,11,LandPlane,Piston,1,L
BL11,BLERIOT,11 Replica,LandPlane,Piston,1,L
EZFL,BLUE YONDER,E-Z Flyer,LandPlane,Piston,1,L
EZHV,BLUE YONDER,E-Z Harvard,LandPlane,Piston,1,L
EZKC,BLUE YONDER,E-Z King Cobra,LandPlane,Piston,1,L
MAME,BLUE YONDER,Merlin,LandPlane,Piston,1,L
EZFT,BLUE YONDER,Twin E-Z Flyer,LandPlane,Piston,2,L
ST75,BOEING,75 Kaydet,LandPlane,Piston,1,L
B701,BOEING,707-100,LandPlane,Jet,4,M
B703,BOEING,707-300,LandPlane,Jet,4,H
B712,BOEING,717-200,LandPlane,Jet,2,M
B712,BOEING,717-200 Business Express,LandPlane,Jet,2,M
B720,BOEING,720,LandPlane,Jet,4,M
B721,BOEING,727-100,LandPlane,Jet,3,M
R721,BOEING,727-100RE Super 27,LandPlane,Jet,3,M
B722,BOEING,727-200,LandPlane,Jet,3,M
B78X,BOEING,787-10 Dreamliner,LandPlane,Jet,2,H
R722,BOEING,727-200RE Super 27,LandPlane,Jet,3,M
B732,BOEING,737-200,LandPlane,Jet,2,M
B732,BOEING,737-200 Surveiller,LandPlane,Jet,2,M
B733,BOEING,737-300,LandPlane,Jet,2,M
B734,BOEING,737-400,LandPlane,Jet,2,M
B735,BOEING,737-500,LandPlane,Jet,2,M
B736,BOEING,737-600,LandPlane,Jet,2,M
B737,BOEING,737-700,LandPlane,Jet,2,M
B737,BOEING,737-700 BBJ,LandPlane,Jet,2,M
E737,BOEING,737-700 Wedgetail,LandPlane,Jet,2,M
B738,BOEING,737-800,LandPlane,Jet,2,M
B738,BOEING,737-800 BBJ2,LandPlane,Jet,2,M
B739,BOEING,737-900,LandPlane,Jet,2,M
B739,BOEING,737-900 BBJ3,LandPlane,Jet,2,M
B741,BOEING,747-100,LandPlane,Jet,4,H
B742,BOEING,747-200,LandPlane,Jet,4,H
B743,BOEING,747-300,LandPlane,Jet,4,H
BLCF,BOEING,747-400LCF Dreamlifter,LandPlane,Jet,4,H
B74S,BOEING,747SP,LandPlane,Jet,4,H
B74R,BOEING,747SR,LandPlane,Jet,4,H
B752,BOEING,757-200,LandPlane,Jet,2,M
B753,BOEING,757-300,LandPlane,Jet,2,M
B762,BOEING,767-200,LandPlane,Jet,2,H
B763,BOEING,767-300,LandPlane,Jet,2,H
B764,BOEING,767-400,LandPlane,Jet,2,H
B772,BOEING,777-200,LandPlane,Jet,2,H
B772,BOEING,777-200ER,LandPlane,Jet,2,H
B77L,BOEING,777-200LR,LandPlane,Jet,2,H
B773,BOEING,777-300,LandPlane,Jet,2,H
B77W,BOEING,777-300ER,LandPlane,Jet,2,H
B788,BOEING,787-8 Dreamliner,LandPlane,Jet,2,H
B789,BOEING,787-9 Dreamliner,LandPlane,Jet,2,H
H64,BOEING,AH-64 Longbow Apache,Helicopter,Turboprop/Turboshaft,2,M
HAR,BOEING,AV-8 Harrier,LandPlane,Jet,1,M
B17,BOEING,B-17 Flying Fortress,LandPlane,Piston,4,M
B29,BOEING,B-29 Superfortress,LandPlane,Piston,4,M
B52,BOEING,B-52 Stratofortress,LandPlane,Jet,8,H
B738,BOEING,BBJ2,LandPlane,Jet,2,M
B739,BOEING,BBJ3,LandPlane,Jet,2,M
B712,BOEING,Business Express,LandPlane,Jet,2,M
C17,BOEING,C-17 Globemaster 3,LandPlane,Jet,4,H
B703,BOEING,C-18,LandPlane,Jet,4,H
B721,BOEING,C-22,LandPlane,Jet,3,M
B752,BOEING,C-32,LandPlane,Jet,2,M
B737,BOEING,C-40,LandPlane,Jet,2,M
B737,BOEING,C-40 Clipper,LandPlane,Jet,2,M
C97,BOEING,C-97 Stratofreighter,LandPlane,Piston,4,M
K35R,BOEING,C-135FR Stratotanker,LandPlane,Jet,4,H
B703,BOEING,C-137,LandPlane,Jet,4,H
H47,BOEING,CH-47 Chinook,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING,Chinook,Helicopter,Turboprop/Turboshaft,2,M
B737,BOEING,Clipper,LandPlane,Jet,2,M
B732,BOEING,CT-43,LandPlane,Jet,2,M
H500,BOEING,Defender,Helicopter,Turboprop/Turboshaft,1,L
B77L,BOEING,777-F,LandPlane,Jet,2,H
C135,BOEING,NC-135,LandPlane,Jet,4,H
R135,BOEING,TC-135,LandPlane,Jet,4,H
BLCF,BOEING,Dreamlifter,LandPlane,Jet,4,H
B788,BOEING,Dreamliner (Srs.8),LandPlane,Jet,2,H
B789,BOEING,Dreamliner (Srs.9),LandPlane,Jet,2,H
E3CF,BOEING,E-3A (CFM56) Sentry,LandPlane,Jet,4,H
E3TF,BOEING,E-3A (TF33) Sentry,LandPlane,Jet,4,H
E3TF,BOEING,E-3B Sentry,LandPlane,Jet,4,H
E3TF,BOEING,E-3C Sentry,LandPlane,Jet,4,H
E3CF,BOEING,E-3D Sentry,LandPlane,Jet,4,H
E3CF,BOEING,E-3F Sentry,LandPlane,Jet,4,H
B742,BOEING,E-4,LandPlane,Jet,4,H
E6,BOEING,E-6 Mercury,LandPlane,Jet,4,H
B703,BOEING,E-8 J-Stars,LandPlane,Jet,4,H
E767,BOEING,E-767,LandPlane,Jet,2,H
F15,BOEING,Eagle,LandPlane,Jet,2,M
B703,BOEING,EC-18,LandPlane,Jet,4,H
B703,BOEING,EC-137,LandPlane,Jet,4,H
EXPL,BOEING,Explorer,Helicopter,Turboprop/Turboshaft,2,L
F15,BOEING,F-15 Eagle,LandPlane,Jet,2,M
F15,BOEING,F-15 Ra'am,LandPlane,Jet,2,M
B17,BOEING,Flying Fortress,LandPlane,Piston,4,M
C17,BOEING,Globemaster 3,LandPlane,Jet,4,H
F18H,BOEING,FA-18D Hornet,LandPlane,Jet,2,M
B52,BOEING,Stratofortress,LandPlane,Jet,8,H
C97,BOEING,Stratofreighter,LandPlane,Piston,4,M
K35R,BOEING,Stratotanker (CFM56 engines),LandPlane,Jet,4,H
K35E,BOEING,Stratotanker (TF33 engines),LandPlane,Jet,4,H
R721,BOEING,Super 27 (100),LandPlane,Jet,3,M
R722,BOEING,Super 27 (200),LandPlane,Jet,3,M
B29,BOEING,Superfortress,LandPlane,Piston,4,M
B732,BOEING,Surveiller,LandPlane,Jet,2,M
HAWK,BOEING,T-45 Goshawk,LandPlane,Jet,1,M
B742,BOEING,VC-25,LandPlane,Jet,4,H
B732,BOEING,VC-96,LandPlane,Jet,2,M
E737,BOEING,Wedgetail,LandPlane,Jet,2,M
F18H,BOEING,Hornet,LandPlane,Jet,2,M
F18H,BOEING,FA-18C Hornet,LandPlane,Jet,2,M
HAWK,BOEING,Goshawk,LandPlane,Jet,1,M
HAR,BOEING,Harrier,LandPlane,Jet,1,M
H47,BOEING,HH-47,Helicopter,Turboprop/Turboshaft,2,M
E3TF,BOEING,JE-3 Sentry,LandPlane,Jet,4,H
B703,BOEING,J-Stars,LandPlane,Jet,4,H
ST75,BOEING,Kaydet,LandPlane,Piston,1,L
K35E,BOEING,KC-135E Stratotanker,LandPlane,Jet,4,H
K35R,BOEING,KC-135R Stratotanker,LandPlane,Jet,4,H
K35R,BOEING,KC-135T Stratotanker,LandPlane,Jet,4,H
B703,BOEING,KC-137,LandPlane,Jet,4,H
B762,BOEING,KC-767,LandPlane,Jet,2,H
KE3,BOEING,KE-3,LandPlane,Jet,4,H
H500,BOEING,Lifter,Helicopter,Turboprop/Turboshaft,1,L
H64,BOEING,Longbow Apache,Helicopter,Turboprop/Turboshaft,2,M
DC10,BOEING,MD-10,LandPlane,Jet,3,H
MD11,BOEING,MD-11,LandPlane,Jet,3,H
MD81,BOEING,MD-81,LandPlane,Jet,2,M
MD82,BOEING,MD-82,LandPlane,Jet,2,M
MD83,BOEING,MD-83,LandPlane,Jet,2,M
MD87,BOEING,MD-87,LandPlane,Jet,2,M
MD88,BOEING,MD-88,LandPlane,Jet,2,M
MD90,BOEING,MD-90,LandPlane,Jet,2,M
H500,BOEING,MD-500,Helicopter,Turboprop/Turboshaft,1,L
H500,BOEING,MD-500 Defender,Helicopter,Turboprop/Turboshaft,1,L
H500,BOEING,MD-500 Nightfox,Helicopter,Turboprop/Turboshaft,1,L
MD52,BOEING,MD-520N,Helicopter,Turboprop/Turboshaft,1,L
H500,BOEING,MD-530F Lifter,Helicopter,Turboprop/Turboshaft,1,L
H500,BOEING,MD-530MG Defender,Helicopter,Turboprop/Turboshaft,1,L
H500,BOEING,MD-530MG Nightfox,Helicopter,Turboprop/Turboshaft,1,L
MD60,BOEING,MD-600N,Helicopter,Turboprop/Turboshaft,1,L
EXPL,BOEING,MD-902 Explorer,Helicopter,Turboprop/Turboshaft,2,L
E6,BOEING,Mercury,LandPlane,Jet,4,H
H47,BOEING,MH-47 Chinook,Helicopter,Turboprop/Turboshaft,2,M
ST75,BOEING,N2S Kaydet,LandPlane,Piston,1,L
H500,BOEING,Nightfox,Helicopter,Turboprop/Turboshaft,1,L
ST75,BOEING,PT-13 Kaydet,LandPlane,Piston,1,L
ST75,BOEING,PT-17 Kaydet,LandPlane,Piston,1,L
ST75,BOEING,PT-18 Kaydet,LandPlane,Piston,1,L
ST75,BOEING,PT-27 Kaydet,LandPlane,Piston,1,L
F15,BOEING,Ra'am,LandPlane,Jet,2,M
R135,BOEING,RC-135,LandPlane,Jet,4,H
E3CF,BOEING,Sentry (CFM56),LandPlane,Jet,4,H
E3TF,BOEING,Sentry (TF33),LandPlane,Jet,4,H
C17,BOEING,CC-177 Globemaster 3,LandPlane,Jet,4,H
P8,BOEING,P-8 Poseidon,LandPlane,Jet,2,M
P8,BOEING,Poseidon,LandPlane,Jet,2,M
F15,BOEING,F-15 Slam Eagle,LandPlane,Jet,2,M
F15,BOEING,Slam Eagle,LandPlane,Jet,2,M
P8,BOEING,737-800 Poseidon,LandPlane,Jet,2,M
H47,BOEING,JCH-47 Chinook,Helicopter,Turboprop/Turboshaft,2,M
B748,BOEING,747-8,LandPlane,Jet,4,H
E737,BOEING,737-700 AEWC,LandPlane,Jet,2,M
H64,BOEING,AH-64 Saraf,Helicopter,Turboprop/Turboshaft,2,M
H64,BOEING,Saraf,Helicopter,Turboprop/Turboshaft,2,M
F18S,BOEING,Growler,LandPlane,Jet,2,M
F18S,BOEING,EA-18 Growler,LandPlane,Jet,2,M
B78X,BOEING,Dreamliner (Srs.10),LandPlane,Jet,2,H
B778,BOEING,777-8,LandPlane,Jet,2,H
B779,BOEING,777-9,LandPlane,Jet,2,H
F18S,BOEING,Super Hornet,LandPlane,Jet,2,M
F18S,BOEING,FA-18E Super Hornet,LandPlane,Jet,2,M
F18S,BOEING,FA-18F Super Hornet,LandPlane,Jet,2,M
F18S,BOEING,NEA-18 Growler,LandPlane,Jet,2,M
B748,BOEING,747-8 BBJ,LandPlane,Jet,4,H
B748,BOEING,BBJ (747-8),LandPlane,Jet,4,H
B77L,BOEING,777-200LR BBJ,LandPlane,Jet,2,H
B77L,BOEING,BBJ (777-200LR),LandPlane,Jet,2,H
B77W,BOEING,777-300ER BBJ,LandPlane,Jet,2,H
B77W,BOEING,BBJ (777-300ER),LandPlane,Jet,2,H
B788,BOEING,787-8 BBJ,LandPlane,Jet,2,H
B788,BOEING,BBJ (787-8),LandPlane,Jet,2,H
B789,BOEING,787-9 BBJ,LandPlane,Jet,2,H
B789,BOEING,BBJ (787-9),LandPlane,Jet,2,H
B37M,BOEING,737 MAX 7,LandPlane,Jet,2,M
B37M,BOEING,737 MAX 7 BBJ,LandPlane,Jet,2,M
B38M,BOEING,737 MAX 8,LandPlane,Jet,2,M
B38M,BOEING,737 MAX 8 BBJ,LandPlane,Jet,2,M
B39M,BOEING,737 MAX 9,LandPlane,Jet,2,M
B39M,BOEING,737 MAX 9 BBJ,LandPlane,Jet,2,M
B38M,BOEING,737 MAX 8200,LandPlane,Jet,2,M
B38M,BOEING,737-8200,LandPlane,Jet,2,M
E737,BOEING,AEWC,LandPlane,Jet,2,M
R135,BOEING,RC-135 Airseeker,LandPlane,Jet,4,H
C135,BOEING,WC-135W,LandPlane,Jet,4,H
R135,BOEING,Airseeker,LandPlane,Jet,4,H
W135,BOEING,WC-135R,LandPlane,Jet,4,H
B737,BOEING,BBJ (737-700),LandPlane,Jet,2,M
B37M,BOEING,BBJ (737 MAX 7),LandPlane,Jet,2,M
B38M,BOEING,BBJ (737 MAX 8),LandPlane,Jet,2,M
B39M,BOEING,BBJ (737 MAX 9),LandPlane,Jet,2,M
YL15,BOEING,451 Scout,LandPlane,Piston,1,L
YL15,BOEING,YL-15 Scout,LandPlane,Piston,1,L
YL15,BOEING,Scout,LandPlane,Piston,1,L
B37M,BOEING,737-7,LandPlane,Jet,2,M
B38M,BOEING,737-8,LandPlane,Jet,2,M
B39M,BOEING,737-9,LandPlane,Jet,2,M
B3XM,BOEING,737-10,LandPlane,Jet,2,M
B3XM,BOEING,737 MAX 10,LandPlane,Jet,2,M
BT7,BOEING,T-7 Red Hawk,LandPlane,Jet,1,M
BT7,BOEING,Red Hawk,LandPlane,Jet,1,M
BT7,BOEING,BTX-1,LandPlane,Jet,1,M
B744,BOEING,747-400,LandPlane,Jet,4,H
B762,BOEING,KC-46 Pegasus,LandPlane,Jet,2,H
B762,BOEING,Pegasus,LandPlane,Jet,2,H
BO40,BOEING,40,LandPlane,Piston,1,L
Q25,BOEING,MQ-25 Stingray,LandPlane,Jet,1,M
Q25,BOEING,Stingray,LandPlane,Jet,1,M
CAT,BOEING CANADA,Canso,Amphibian,Piston,2,M
CAT,BOEING CANADA,Catalina,Amphibian,Piston,2,M
CAT,BOEING CANADA,PBY Catalina,Amphibian,Piston,2,M
H46,BOEING VERTOL,107,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING VERTOL,114,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING VERTOL,234,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING VERTOL,414,Helicopter,Turboprop/Turboshaft,2,M
H46,BOEING VERTOL,CH-46 Sea Knight,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING VERTOL,CH-47 Chinook,Helicopter,Turboprop/Turboshaft,2,M
H46,BOEING VERTOL,CH-113 Labrador,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING VERTOL,Chinook,Helicopter,Turboprop/Turboshaft,2,M
H46,BOEING VERTOL,HH-46 Sea Knight,Helicopter,Turboprop/Turboshaft,2,M
H46,BOEING VERTOL,Hkp4,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING VERTOL,JCH-47 Chinook,Helicopter,Turboprop/Turboshaft,2,M
H46,BOEING VERTOL,Labrador,Helicopter,Turboprop/Turboshaft,2,M
H47,BOEING VERTOL,MH-47 Chinook,Helicopter,Turboprop/Turboshaft,2,M
H46,BOEING VERTOL,Sea Knight,Helicopter,Turboprop/Turboshaft,2,M
H46,BOEING VERTOL,UH-46 Sea Knight,Helicopter,Turboprop/Turboshaft,2,M
A139,BOEING-LEONARDO,MH-139 Grey Wolf,Helicopter,Turboprop/Turboshaft,2,L
A139,BOEING-LEONARDO,Grey Wolf,Helicopter,Turboprop/Turboshaft,2,L
MJ7,BOEVE,P-51 Mustang,LandPlane,Piston,1,L
MJ7,BOEVE,Mustang,LandPlane,Piston,1,L
B60,BOISAVIA,B-60 Mercurey,LandPlane,Piston,1,L
B60,BOISAVIA,B-601 Mercurey,LandPlane,Piston,1,L
B60,BOISAVIA,B-602 Mercurey,LandPlane,Piston,1,L
B60,BOISAVIA,B-603 Mercurey,LandPlane,Piston,1,L
B60,BOISAVIA,B-604 Mercurey,LandPlane,Piston,1,L
B60,BOISAVIA,B-605 Mercurey,LandPlane,Piston,1,L
B60,BOISAVIA,B-606 Mercurey,LandPlane,Piston,1,L
B60,BOISAVIA,Mercurey,LandPlane,Piston,1,L
B105,BOLKOW,BO-105,Helicopter,Turboprop/Turboshaft,2,L
JUNR,BOLKOW,BO-208 Junior,LandPlane,Piston,1,L
B209,BOLKOW,BO-209 Monsun,LandPlane,Piston,1,L
KL07,BOLKOW,F-207,LandPlane,Piston,1,L
JUNR,BOLKOW,Junior,LandPlane,Piston,1,L
KL07,BOLKOW,Kl-107,LandPlane,Piston,1,L
B209,BOLKOW,Monsun,LandPlane,Piston,1,L
KL07,BOLKOW,BO-207,LandPlane,Piston,1,L
CL60,BOMBARDIER,CL-600 Challenger 650,LandPlane,Jet,2,M
CL60,BOMBARDIER,Challenger 650,LandPlane,Jet,2,M
CL35,BOMBARDIER,BD-100 Challenger 350,LandPlane,Jet,2,M
CL35,BOMBARDIER,Challenger 350,LandPlane,Jet,2,M
GLEX,BOMBARDIER,E-11,LandPlane,Jet,2,M
GL7T,BOMBARDIER,BD-700 Global 7000,LandPlane,Jet,2,M
GL7T,BOMBARDIER,Global 7000,LandPlane,Jet,2,M
BCS1,BOMBARDIER,BD-500 CSeries CS100,LandPlane,Jet,2,M
BCS3,BOMBARDIER,BD-500 CSeries CS300,LandPlane,Jet,2,M
GLEX,BOMBARDIER,BD-700 Sentinel,LandPlane,Jet,2,M
GL5T,BOMBARDIER,BD-700 Global 5500,LandPlane,Jet,2,M
GLEX,BOMBARDIER,BD-700 Global 6500,LandPlane,Jet,2,M
GL7T,BOMBARDIER,BD-700 Global 7500,LandPlane,Jet,2,M
GL5T,BOMBARDIER,Global 5500,LandPlane,Jet,2,M
GLEX,BOMBARDIER,Global 6500,LandPlane,Jet,2,M
GL7T,BOMBARDIER,Global 7500,LandPlane,Jet,2,M
BCS1,BOMBARDIER,CSeries CS100,LandPlane,Jet,2,M
BCS3,BOMBARDIER,CSeries CS300,LandPlane,Jet,2,M
BCS1,BOMBARDIER,CS100,LandPlane,Jet,2,M
BCS3,BOMBARDIER,CS300,LandPlane,Jet,2,M
CRJ7,BOMBARDIER,CL-600  Regional Jet CRJ-550,LandPlane,Jet,2,M
CRJ7,BOMBARDIER,Regional Jet CRJ-550,LandPlane,Jet,2,M
GLEX,BOMBARDIER,BD-700  Global 6000,LandPlane,Jet,2,M
GLEX,BOMBARDIER,Global 6000,LandPlane,Jet,2,M
CL35,BOMBARDIER,BD-100 Challenger 3500,LandPlane,Jet,2,M
CL35,BOMBARDIER,Challenger 3500,LandPlane,Jet,2,M
DH8A,BOMBARDIER,Dash 8 (100),LandPlane,Turboprop/Turboshaft,2,M
DH8B,BOMBARDIER,Dash 8 (200),LandPlane,Turboprop/Turboshaft,2,M
DH8C,BOMBARDIER,Dash 8 (300),LandPlane,Turboprop/Turboshaft,2,M
DH8D,BOMBARDIER,Dash 8 (400),LandPlane,Turboprop/Turboshaft,2,M
DH8C,BOMBARDIER,RO-6,LandPlane,Turboprop/Turboshaft,2,M
DH8A,BOMBARDIER,DHC-8-100 Dash 8,LandPlane,Turboprop/Turboshaft,2,M
DH8B,BOMBARDIER,DHC-8-200 Dash 8,LandPlane,Turboprop/Turboshaft,2,M
DH8C,BOMBARDIER,DHC-8-300 Dash 8,LandPlane,Turboprop/Turboshaft,2,M
DH8D,BOMBARDIER,DHC-8-400 Dash 8,LandPlane,Turboprop/Turboshaft,2,M
CL30,BOMBARDIER,BD-100 Challenger 300,LandPlane,Jet,2,M
GL5T,BOMBARDIER,BD-700 Global 5000,LandPlane,Jet,2,M
GLEX,BOMBARDIER,BD-700 Global Express,LandPlane,Jet,2,M
CL30,BOMBARDIER,Challenger 300,LandPlane,Jet,2,M
GL5T,BOMBARDIER,Global 5000,LandPlane,Jet,2,M
GLEX,BOMBARDIER,Global Express,LandPlane,Jet,2,M
GLEX,BOMBARDIER,Sentinel,LandPlane,Jet,2,M
CRJX,BOMBARDIER,Regional Jet CRJ-1000,LandPlane,Jet,2,M
CRJX,BOMBARDIER,CL-600 Regional Jet  CRJ-1000,LandPlane,Jet,2,M
XB1,BOOM,XB-1,LandPlane,Jet,3,L
BISC,BOT AIRCRAFT,SC-07 Speed Cruiser,LandPlane,Piston,1,L
BISC,BOT AIRCRAFT,Speed Cruiser,LandPlane,Piston,1,L
KITH,BOURDON,Kitty Hawk,LandPlane,Piston,1,L
FB1A,BOWERS,Fly Baby 1A,LandPlane,Piston,1,L
FB1B,BOWERS,Fly Baby 1B,LandPlane,Piston,1,L
BBAT,BRADLEY,Aerobat,LandPlane,Piston,1,L
BBAT,BRADLEY,BA-100 Aerobat,LandPlane,Piston,1,L
BX2,BRANDLI,BX-2 Cherry,LandPlane,Piston,1,L
BX2,BRANDLI,Cherry,LandPlane,Piston,1,L
B305,BRANTLY,305,Helicopter,Piston,1,L
BRB2,BRANTLY,B-2,Helicopter,Piston,1,L
BRB2,BRANTLY-HYNES,B-2,Helicopter,Piston,1,L
HB3,BRDITSCHKA,HB-3,LandPlane,Piston,1,L
HB21,BRDITSCHKA,HB-21 Hobbylifter,LandPlane,Piston,1,L
HB21,BRDITSCHKA,HB-21 Hobbyliner,LandPlane,Piston,1,L
HB23,BRDITSCHKA,HB-23 Hobbyliner,LandPlane,Piston,1,L
HB23,BRDITSCHKA,HB-23 Scanliner,LandPlane,Piston,1,L
HB21,BRDITSCHKA,Hobbylifter,LandPlane,Piston,1,L
HB21,BRDITSCHKA,Hobbyliner (HB-21),LandPlane,Piston,1,L
HB23,BRDITSCHKA,Hobbyliner (HB-23),LandPlane,Piston,1,L
HB23,BRDITSCHKA,Scanliner,LandPlane,Piston,1,L
H269,BREDANARDI,NH-300,Helicopter,Piston,1,L
H500,BREDANARDI,NH-500,Helicopter,Turboprop/Turboshaft,1,L
BREZ,BREEZER,Breezer,LandPlane,Piston,1,L
BR14,BREGUET,14 Replica,LandPlane,Piston,1,L
ALIZ,BREGUET,1050 Alizé,LandPlane,Turboprop/Turboshaft,1,M
ATLA,BREGUET,1150 Atlantic,LandPlane,Turboprop/Turboshaft,2,M
ALIZ,BREGUET,Alizé,LandPlane,Turboprop/Turboshaft,1,M
ATLA,BREGUET,Atlantic,LandPlane,Turboprop/Turboshaft,2,M
TIPB,BRIAN ALLEN,Tipsy B,LandPlane,Piston,1,L
TIPB,BRIAN ALLEN,Tipsy Trainer,LandPlane,Piston,1,L
BLEN,BRISTOL,149 Blenheim,LandPlane,Piston,2,L
BLEN,BRISTOL,149 Bolingbroke,LandPlane,Piston,2,L
SYCA,BRISTOL,171 Sycamore,Helicopter,Piston,1,L
BLEN,BRISTOL,Blenheim,LandPlane,Piston,2,L
BLEN,BRISTOL,Bolingbroke,LandPlane,Piston,2,L
BFIT,BRISTOL,F-2B Fighter,LandPlane,Piston,1,L
BFIT,BRISTOL,F-2B Fighter Replica,LandPlane,Piston,1,L
BFIT,BRISTOL,Fighter,LandPlane,Piston,1,L
BFIT,BRISTOL,Fighter Replica,LandPlane,Piston,1,L
SYCA,BRISTOL,Sycamore,Helicopter,Piston,1,L
ATP,BRITISH AEROSPACE,ATP,LandPlane,Turboprop/Turboshaft,2,M
BA11,BRITISH AEROSPACE,BAC-111 One-Eleven,LandPlane,Jet,2,M
H25B,BRITISH AEROSPACE,BAe-125-700,LandPlane,Jet,2,M
H25B,BRITISH AEROSPACE,BAe-125-800,LandPlane,Jet,2,M
H25C,BRITISH AEROSPACE,BAe-125-1000,LandPlane,Jet,2,M
B461,BRITISH AEROSPACE,BAe-146-100,LandPlane,Jet,4,M
B461,BRITISH AEROSPACE,BAe-146-100 Statesman,LandPlane,Jet,4,M
B462,BRITISH AEROSPACE,BAe-146-200,LandPlane,Jet,4,M
B462,BRITISH AEROSPACE,BAe-146-200 Quiet Trader,LandPlane,Jet,4,M
B462,BRITISH AEROSPACE,BAe-146-200 Statesman,LandPlane,Jet,4,M
B463,BRITISH AEROSPACE,BAe-146-300,LandPlane,Jet,4,M
A748,BRITISH AEROSPACE,BAe-748,LandPlane,Turboprop/Turboshaft,2,M
JS31,BRITISH AEROSPACE,BAe-3100 Jetstream 31,LandPlane,Turboprop/Turboshaft,2,L/M
JS32,BRITISH AEROSPACE,BAe-3200 Jetstream Super 31,LandPlane,Turboprop/Turboshaft,2,M
JS41,BRITISH AEROSPACE,BAe-4100 Jetstream 41,LandPlane,Turboprop/Turboshaft,2,M
BDOG,BRITISH AEROSPACE,Bulldog,LandPlane,Piston,1,L
H25B,BRITISH AEROSPACE,C-29,LandPlane,Jet,2,M
EUFI,BRITISH AEROSPACE,Eurofighter 2000,LandPlane,Jet,2,M
HAWK,BRITISH AEROSPACE,Goshawk,LandPlane,Jet,1,M
HAR,BRITISH AEROSPACE,Harrier,LandPlane,Jet,1,M
HAWK,BRITISH AEROSPACE,Hawk,LandPlane,Jet,1,M
JS31,BRITISH AEROSPACE,Jetstream 31,LandPlane,Turboprop/Turboshaft,2,L/M
JS41,BRITISH AEROSPACE,Jetstream 41,LandPlane,Turboprop/Turboshaft,2,M
JS32,BRITISH AEROSPACE,Jetstream Super 31,LandPlane,Turboprop/Turboshaft,2,M
BA11,BRITISH AEROSPACE,One-Eleven,LandPlane,Jet,2,M
B462,BRITISH AEROSPACE,Quiet Trader,LandPlane,Jet,4,M
RJ70,BRITISH AEROSPACE,RJ-70,LandPlane,Jet,4,M
RJ85,BRITISH AEROSPACE,RJ-85,LandPlane,Jet,4,M
RJ1H,BRITISH AEROSPACE,RJ-100,LandPlane,Jet,4,M
BDOG,BRITISH AEROSPACE,SA-3 Bulldog,LandPlane,Piston,1,L
HAR,BRITISH AEROSPACE,Sea Harrier,LandPlane,Jet,1,M
B461,BRITISH AEROSPACE,Statesman (100),LandPlane,Jet,4,M
B462,BRITISH AEROSPACE,Statesman (200),LandPlane,Jet,4,M
HAWK,BRITISH AEROSPACE,T-45 Goshawk,LandPlane,Jet,1,M
TOR,BRITISH AEROSPACE,Tornado,LandPlane,Jet,2,M
EUFI,BRITISH AEROSPACE,Typhoon,LandPlane,Jet,2,M
H25B,BRITISH AEROSPACE,U-125,LandPlane,Jet,2,M
STRK,BRITISH AEROSPACE,BAC-167 Strikemaster,LandPlane,Jet,1,L
STRK,BRITISH AEROSPACE,Strikemaster,LandPlane,Jet,1,L
BN2P,BRITTEN-NORMAN,BN-2 Islander,LandPlane,Piston,2,L
BN2P,BRITTEN-NORMAN,BN-2A Defender,LandPlane,Piston,2,L
BN2P,BRITTEN-NORMAN,BN-2A Islander,LandPlane,Piston,2,L
BN2P,BRITTEN-NORMAN,BN-2A Maritime Defender,LandPlane,Piston,2,L
TRIS,BRITTEN-NORMAN,BN-2A Mk3 Trislander,LandPlane,Piston,3,L
BN2P,BRITTEN-NORMAN,BN-2B Islander,LandPlane,Piston,2,L
BN2T,BRITTEN-NORMAN,BN-2T Defender 4000,LandPlane,Turboprop/Turboshaft,2,L
BN2T,BRITTEN-NORMAN,BN-2T Turbine Islander,LandPlane,Turboprop/Turboshaft,2,L
BN2P,BRITTEN-NORMAN,Defender,LandPlane,Piston,2,L
BN2T,BRITTEN-NORMAN,Defender 4000,LandPlane,Turboprop/Turboshaft,2,L
BN2P,BRITTEN-NORMAN,Islander,LandPlane,Piston,2,L
BN2P,BRITTEN-NORMAN,Maritime Defender,LandPlane,Piston,2,L
TRIS,BRITTEN-NORMAN,Trislander,LandPlane,Piston,3,L
BN2T,BRITTEN-NORMAN,Turbine Islander,LandPlane,Turboprop/Turboshaft,2,L
BN2P,BRITTEN-NORMAN,BN-2B Defender,LandPlane,Piston,2,L
